sex,race,age,reincarcerated,state
Female,Hispanic,26.5,FALSE,Iowa
Male,White,54.8,FALSE,Iowa
Male,White,51.2,FALSE,Iowa
Female,White,59,FALSE,Iowa
Male,White,50.5,TRUE,Iowa
Female,Asian or Pacific Islander,60.1,FALSE,Iowa
Male,White,45,FALSE,Iowa
Male,White,48.1,FALSE,Iowa
Male,White,40.8,TRUE,Iowa
Male,White,39.8,FALSE,Iowa
Female,White,47.5,TRUE,Iowa
Male,White,40.4,TRUE,Iowa
Male,White,37.2,TRUE,Iowa
Male,Black,38.6,FALSE,Iowa
Male,White,54.1,FALSE,Iowa
Male,Black,50.3,FALSE,Iowa
Female,Black,27.4,FALSE,Iowa
Female,White,33.1,FALSE,Iowa
Male,White,34.4,TRUE,Iowa
Female,White,33,TRUE,Iowa
Male,White,22.5,FALSE,Iowa
Female,White,28.3,FALSE,Iowa
Male,Black,27.6,TRUE,Iowa
Male,White,29.2,FALSE,Iowa
Male,White,32.1,FALSE,Iowa
Male,White,27.7,FALSE,Iowa
Male,White,66.7,FALSE,Iowa
Female,White,55.5,FALSE,Iowa
Male,White,18.6,FALSE,Iowa
Male,White,28.4,FALSE,Iowa
Male,White,26.8,FALSE,Iowa
Male,White,40.5,TRUE,Iowa
Male,White,33.1,FALSE,Iowa
Male,White,18.3,FALSE,Iowa
Female,White,32.4,FALSE,Iowa
Male,Hispanic,33.7,FALSE,Iowa
Male,Black,27.4,TRUE,Iowa
Female,White,24.4,FALSE,Iowa
Female,White,35.7,FALSE,Iowa
Male,Asian or Pacific Islander,30.8,FALSE,Iowa
Male,White,35.6,FALSE,Iowa
Male,White,32,FALSE,Iowa
Male,Hispanic,22.7,FALSE,Iowa
Male,White,38.9,FALSE,Iowa
Female,White,25.1,FALSE,Iowa
Male,White,24.7,FALSE,Iowa
Male,Asian or Pacific Islander,42.3,FALSE,Iowa
Male,White,18.5,FALSE,Iowa
Male,White,24.5,FALSE,Iowa
Male,Asian or Pacific Islander,23.7,FALSE,Iowa
Male,White,33.6,FALSE,Iowa
Female,White,52.3,FALSE,Iowa
Male,White,60.8,FALSE,Iowa
Male,White,49.5,FALSE,Iowa
Male,Hispanic,43.5,FALSE,Iowa
Female,White,19.6,FALSE,Iowa
Male,White,60.5,FALSE,Iowa
Male,White,35.2,TRUE,Iowa
Male,White,54.3,FALSE,Iowa
Male,White,55.3,FALSE,Iowa
Male,White,62.5,FALSE,Iowa
Male,White,44.6,FALSE,Iowa
Female,Hispanic,33,FALSE,Iowa
Female,White,36.5,FALSE,Iowa
Male,White,20.2,TRUE,Iowa
Male,White,64,FALSE,Iowa
Female,White,30.2,FALSE,Iowa
Male,White,21.7,FALSE,Iowa
Female,White,44.4,FALSE,Iowa
Female,White,31.4,FALSE,Iowa
Male,White,32,FALSE,Iowa
Female,White,50.8,FALSE,Iowa
Male,White,23.5,FALSE,Iowa
Male,White,35.7,FALSE,Iowa
Male,White,26.8,FALSE,Iowa
Male,White,41,FALSE,Iowa
Male,White,23.9,FALSE,Iowa
Female,Black,42.3,FALSE,Iowa
Male,Hispanic,30.7,FALSE,Iowa
Female,Black,24.5,FALSE,Iowa
Male,White,24.8,FALSE,Iowa
Male,White,19.4,FALSE,Iowa
Female,White,24.3,FALSE,Iowa
Male,Hispanic,19,FALSE,Iowa
Male,White,47.1,FALSE,Iowa
Male,White,57.7,FALSE,Iowa
Male,Asian or Pacific Islander,22.5,FALSE,Iowa
Male,White,54.3,FALSE,Iowa
Male,White,30.9,FALSE,Iowa
Male,White,32,FALSE,Iowa
Male,White,37.9,FALSE,Iowa
Female,White,34.3,FALSE,Iowa
Female,White,39.5,FALSE,Iowa
Male,White,22.5,FALSE,Iowa
Male,White,19.5,FALSE,Iowa
Male,White,18.4,FALSE,Iowa
Male,White,46.5,TRUE,Iowa
Male,White,21,FALSE,Iowa
Male,Hispanic,33.5,FALSE,Iowa
Female,Hispanic,20.2,FALSE,Iowa
Female,White,18.5,FALSE,Iowa
Male,White,27.7,FALSE,Iowa
Male,Hispanic,21,FALSE,Iowa
Male,White,34,FALSE,Iowa
Female,White,19.1,FALSE,Iowa
Male,Black,36.5,FALSE,Iowa
Male,White,21.5,FALSE,Iowa
Female,White,41.2,FALSE,Iowa
Male,White,37.6,FALSE,Iowa
Male,White,26.1,TRUE,Iowa
Female,White,19.8,FALSE,Iowa
Female,White,37.4,TRUE,Iowa
Male,White,27.7,TRUE,Iowa
Male,White,20.4,FALSE,Iowa
Male,White,31.6,FALSE,Iowa
Female,White,31.8,FALSE,Iowa
Male,White,18.7,FALSE,Iowa
Female,White,19,FALSE,Iowa
Female,White,19.8,FALSE,Iowa
Female,White,32.4,TRUE,Iowa
Female,White,26,FALSE,Iowa
Female,White,30.6,FALSE,Iowa
Male,White,31.4,TRUE,Iowa
Male,White,23.1,TRUE,Iowa
Male,White,43.2,FALSE,Iowa
Male,White,28.5,FALSE,Iowa
Male,Black,29.9,FALSE,Iowa
Male,White,37.3,FALSE,Iowa
Male,White,32.9,FALSE,Iowa
Male,White,18.6,FALSE,Iowa
Male,White,31,FALSE,Iowa
Male,Asian or Pacific Islander,40,FALSE,Iowa
Male,White,22.9,FALSE,Iowa
Male,White,26.8,TRUE,Iowa
Male,Black,23,FALSE,Iowa
Male,Black,23.3,FALSE,Iowa
Male,White,45.1,FALSE,Iowa
Female,White,47.6,FALSE,Iowa
Male,Black,26.3,FALSE,Iowa
Male,White,19.7,FALSE,Iowa
Female,White,47.7,FALSE,Iowa
Male,White,34.8,FALSE,Iowa
Female,White,43.9,FALSE,Iowa
Male,Hispanic,22.3,FALSE,Iowa
Male,White,35.9,FALSE,Iowa
Female,White,26.2,FALSE,Iowa
Male,White,57.2,FALSE,Iowa
Female,White,22.8,FALSE,Iowa
Male,White,66.6,FALSE,Iowa
Male,White,30.7,FALSE,Iowa
Male,White,31.2,TRUE,Iowa
Male,White,35.4,TRUE,Iowa
Male,White,19.3,TRUE,Iowa
Male,White,53.1,FALSE,Iowa
Male,White,21.9,FALSE,Iowa
Male,White,18.4,TRUE,Iowa
Male,White,24.4,FALSE,Iowa
Male,Black,23,TRUE,Iowa
Male,White,29.7,FALSE,Iowa
Male,White,24.4,TRUE,Iowa
Female,White,32.6,FALSE,Iowa
Male,White,36,FALSE,Iowa
Male,White,35.7,FALSE,Iowa
Male,White,31,FALSE,Iowa
Male,White,33.2,FALSE,Iowa
Male,White,20.6,FALSE,Iowa
Male,Black,28.8,TRUE,Iowa
Male,White,29.6,TRUE,Iowa
Female,Hispanic,37.5,FALSE,Iowa
Male,White,49.1,FALSE,Iowa
Male,White,48.8,FALSE,Iowa
Male,White,73.9,TRUE,Iowa
Female,White,44.1,FALSE,Iowa
Male,White,40.6,FALSE,Iowa
Male,White,56.2,FALSE,Iowa
Male,White,47.3,FALSE,Iowa
Male,White,35.5,FALSE,Iowa
Male,White,37.1,FALSE,Iowa
Male,Black,26.9,FALSE,Iowa
Male,White,35.6,FALSE,Iowa
Male,White,38.5,FALSE,Iowa
Female,White,38.2,TRUE,Iowa
Male,Black,24.8,TRUE,Iowa
Male,White,21.3,FALSE,Iowa
Male,White,19.6,FALSE,Iowa
Male,White,47.3,FALSE,Iowa
Female,White,23.9,FALSE,Iowa
Male,White,29,FALSE,Iowa
Female,White,23.6,FALSE,Iowa
Female,White,21,FALSE,Iowa
Male,White,19.1,FALSE,Iowa
Female,White,68.2,FALSE,Iowa
Female,White,22.4,FALSE,Iowa
Female,White,38.7,FALSE,Iowa
Male,Black,42.5,FALSE,Iowa
Female,White,34.3,TRUE,Iowa
Female,White,31.1,FALSE,Iowa
Male,White,29.2,FALSE,Iowa
Female,White,26.3,FALSE,Iowa
Male,White,20.8,FALSE,Iowa
Male,Asian or Pacific Islander,29,FALSE,Iowa
Female,White,46.7,FALSE,Iowa
Male,White,43.1,FALSE,Iowa
Male,White,19.6,FALSE,Iowa
Male,White,20.6,FALSE,Iowa
Female,White,24.1,FALSE,Iowa
Male,White,20.6,FALSE,Iowa
Female,Black,22.9,FALSE,Iowa
Male,Black,21.3,FALSE,Iowa
Male,Black,19.4,FALSE,Iowa
Male,White,39.5,FALSE,Iowa
Male,White,32.4,FALSE,Iowa
Male,White,27.3,FALSE,Iowa
Male,Black,30.1,FALSE,Iowa
Male,White,39.6,FALSE,Iowa
Male,White,28.9,FALSE,Iowa
Male,White,58.5,FALSE,Iowa
Male,White,18.4,FALSE,Iowa
Male,White,26.7,TRUE,Iowa
Male,Black,24.9,FALSE,Iowa
Female,American Indian or Alaska Native,31.4,TRUE,Iowa
Male,White,32,FALSE,Iowa
Male,White,35.5,FALSE,Iowa
Male,White,33.8,TRUE,Iowa
Male,White,24.4,FALSE,Iowa
Male,White,24.6,FALSE,Iowa
Male,White,26.8,FALSE,Iowa
Male,Black,34.7,FALSE,Iowa
Male,White,28.8,FALSE,Iowa
Male,White,25.4,FALSE,Iowa
Female,Black,36.1,FALSE,Iowa
Male,White,26.5,FALSE,Iowa
Male,Hispanic,26.8,FALSE,Iowa
Male,White,19.5,FALSE,Iowa
Male,Hispanic,25.4,FALSE,Iowa
Male,White,36.5,FALSE,Iowa
Female,Hispanic,20.5,FALSE,Iowa
Female,White,25.5,FALSE,Iowa
Female,Hispanic,21.4,FALSE,Iowa
Female,White,43.5,FALSE,Iowa
Male,White,52.8,FALSE,Iowa
Male,White,25.4,FALSE,Iowa
Male,White,25.5,FALSE,Iowa
Male,White,25.4,FALSE,Iowa
Male,Black,36.3,FALSE,Iowa
Male,White,28,FALSE,Iowa
Female,Hispanic,33.5,FALSE,Iowa
Male,White,19.7,FALSE,Iowa
Male,White,68.5,FALSE,Iowa
Male,White,48.1,FALSE,Iowa
Female,White,47.9,FALSE,Iowa
Male,White,52.8,FALSE,Iowa
Male,White,63.9,FALSE,Iowa
Male,White,40.6,FALSE,Iowa
Male,White,37.2,FALSE,Iowa
Male,White,36.8,FALSE,Iowa
Female,Black,31.2,FALSE,Iowa
Male,White,26.7,FALSE,Iowa
Female,White,26.5,FALSE,Iowa
Female,White,37.8,FALSE,Iowa
Male,Black,26.2,FALSE,Iowa
Female,White,50.6,FALSE,Iowa
Male,White,24.4,TRUE,Iowa
Male,White,36.1,FALSE,Iowa
Male,White,36.2,FALSE,Iowa
Female,White,20.8,FALSE,Iowa
Male,White,33.8,FALSE,Iowa
Female,White,35.5,FALSE,Iowa
Male,White,24.1,FALSE,Iowa
Male,White,22.3,FALSE,Iowa
Male,White,35.4,FALSE,Iowa
Male,White,25,FALSE,Iowa
Male,White,27.3,FALSE,Iowa
Male,Asian or Pacific Islander,31.6,FALSE,Iowa
Male,White,36.1,FALSE,Iowa
Male,Black,22.4,FALSE,Iowa
Male,Black,35.4,FALSE,Iowa
Male,Black,20.2,FALSE,Iowa
Female,White,20.6,FALSE,Iowa
Male,Black,32.9,FALSE,Iowa
Male,Black,32.1,FALSE,Iowa
Male,White,23.8,FALSE,Iowa
Female,Black,38.4,TRUE,Iowa
Male,White,21.2,FALSE,Iowa
Male,Black,53.5,TRUE,Iowa
Female,White,24.3,FALSE,Iowa
Female,White,63.2,FALSE,Iowa
Male,White,39.5,FALSE,Iowa
Male,White,34.5,FALSE,Iowa
Female,Black,20.7,FALSE,Iowa
Female,White,22.6,FALSE,Iowa
Male,Black,42.6,FALSE,Iowa
Male,White,30.4,FALSE,Iowa
Female,White,49.6,FALSE,Iowa
Female,White,32.2,FALSE,Iowa
Male,White,29.3,FALSE,Iowa
Male,Black,17.9,FALSE,Iowa
Male,Black,24.7,FALSE,Iowa
Male,White,58.7,FALSE,Iowa
Male,White,26.3,FALSE,Iowa
Male,Hispanic,28.2,FALSE,Iowa
Male,White,44.7,FALSE,Iowa
Male,White,31.2,FALSE,Iowa
Male,Black,20.8,FALSE,Iowa
Female,Asian or Pacific Islander,45.3,FALSE,Iowa
Male,Black,28.6,TRUE,Iowa
Female,White,45.9,FALSE,Iowa
Female,White,24.8,FALSE,Iowa
Male,White,24.1,TRUE,Iowa
Male,Black,25.7,FALSE,Iowa
Male,White,21.9,FALSE,Iowa
Female,Black,19.3,FALSE,Iowa
Male,White,24,FALSE,Iowa
Male,White,18.5,FALSE,Iowa
Male,White,60.9,FALSE,Iowa
Female,Black,29.5,FALSE,Iowa
Female,White,47.1,FALSE,Iowa
Female,White,31.3,FALSE,Iowa
Male,White,35,FALSE,Iowa
Male,Black,51.5,FALSE,Iowa
Male,White,26.6,FALSE,Iowa
Male,White,27.4,FALSE,Iowa
Female,Black,20,TRUE,Iowa
Male,White,34.7,FALSE,Iowa
Male,White,25.8,FALSE,Iowa
Female,American Indian or Alaska Native,26,FALSE,Iowa
Male,Hispanic,39.7,FALSE,Iowa
Male,White,48.6,FALSE,Iowa
Male,White,51.4,FALSE,Iowa
Male,Black,56.5,FALSE,Iowa
Female,Black,39,FALSE,Iowa
Male,Black,40.4,FALSE,Iowa
Male,White,19.6,FALSE,Iowa
Male,White,24.4,FALSE,Iowa
Female,White,27.1,FALSE,Iowa
Male,Black,19.1,FALSE,Iowa
Female,Black,21.1,FALSE,Iowa
Male,White,29.8,FALSE,Iowa
Male,White,28.2,FALSE,Iowa
Male,White,35.2,FALSE,Iowa
Female,White,31.5,FALSE,Iowa
Male,White,24.7,FALSE,Iowa
Male,Hispanic,21.6,FALSE,Iowa
Male,White,34.1,FALSE,Iowa
Male,Hispanic,38,FALSE,Iowa
Male,White,21.3,FALSE,Iowa
Female,White,24.1,FALSE,Iowa
Male,White,53.1,FALSE,Iowa
Male,White,20.7,FALSE,Iowa
Male,White,41.6,FALSE,Iowa
Male,White,36.6,FALSE,Iowa
Male,Hispanic,30.5,FALSE,Iowa
Male,White,22.5,TRUE,Iowa
Male,White,35.9,FALSE,Iowa
Male,White,22.6,TRUE,Iowa
Male,White,27.2,TRUE,Iowa
Male,Asian or Pacific Islander,29.1,FALSE,Iowa
Male,White,24.2,TRUE,Iowa
Male,Black,68.6,FALSE,Iowa
Male,Hispanic,22.5,FALSE,Iowa
Male,White,38.6,FALSE,Iowa
Female,White,21.5,FALSE,Iowa
Female,White,26.8,FALSE,Iowa
Male,White,28.4,FALSE,Iowa
Male,White,49.9,FALSE,Iowa
Male,Black,43.4,FALSE,Iowa
Female,White,59.3,FALSE,Iowa
Female,White,32.5,FALSE,Iowa
Male,White,48.3,TRUE,Iowa
Male,White,27,FALSE,Iowa
Female,Hispanic,33.5,FALSE,Iowa
Male,White,37.8,FALSE,Iowa
Male,White,20.5,TRUE,Iowa
Male,White,62.2,FALSE,Iowa
Male,Black,49.4,FALSE,Iowa
Male,White,43.9,FALSE,Iowa
Male,White,48.7,FALSE,Iowa
Male,White,38.6,TRUE,Iowa
Male,White,38.3,FALSE,Iowa
Male,White,36.9,TRUE,Iowa
Male,White,39.3,TRUE,Iowa
Female,White,44.2,FALSE,Iowa
Male,White,36.7,TRUE,Iowa
Male,White,36.7,FALSE,Iowa
Male,White,37.2,FALSE,Iowa
Male,White,40.1,FALSE,Iowa
Male,White,50.2,FALSE,Iowa
Female,White,19.9,FALSE,Iowa
Male,White,19.3,FALSE,Iowa
Female,White,44.9,FALSE,Iowa
Male,White,38.9,FALSE,Iowa
Male,White,24.9,FALSE,Iowa
Female,White,26.4,FALSE,Iowa
Female,Black,22.3,FALSE,Iowa
Female,White,20.5,FALSE,Iowa
Male,White,18.9,FALSE,Iowa
Male,White,37.1,TRUE,Iowa
Female,White,35.2,FALSE,Iowa
Female,White,28.5,FALSE,Iowa
Female,White,36.1,FALSE,Iowa
Male,White,36.4,FALSE,Iowa
Female,White,32.4,FALSE,Iowa
Male,Asian or Pacific Islander,61,FALSE,Iowa
Male,White,20.8,FALSE,Iowa
Male,White,26,FALSE,Iowa
Female,White,18.8,FALSE,Iowa
Male,White,18.3,TRUE,Iowa
Male,White,22.7,FALSE,Iowa
Male,White,30.7,FALSE,Iowa
Male,White,32.6,FALSE,Iowa
Male,Hispanic,22.1,FALSE,Iowa
Male,Hispanic,24.5,FALSE,Iowa
Male,Black,39.3,FALSE,Iowa
Male,White,33.2,FALSE,Iowa
Male,White,27.2,FALSE,Iowa
Male,Black,34.1,FALSE,Iowa
Male,White,21.5,FALSE,Iowa
Male,White,29.5,FALSE,Iowa
Male,White,35.8,TRUE,Iowa
Female,White,19.2,FALSE,Iowa
Male,White,37,FALSE,Iowa
Female,White,47.8,FALSE,Iowa
Female,White,43.1,FALSE,Iowa
Female,White,35.4,FALSE,Iowa
Male,White,23.5,FALSE,Iowa
Male,White,24.4,FALSE,Iowa
Female,White,18.3,FALSE,Iowa
Male,White,20,TRUE,Iowa
Male,White,30.9,FALSE,Iowa
Female,White,29.3,FALSE,Iowa
Male,Black,24.6,FALSE,Iowa
Female,White,47.9,FALSE,Iowa
Female,White,33.6,FALSE,Iowa
Male,White,23.1,FALSE,Iowa
Male,White,25.7,FALSE,Iowa
Male,White,20.2,FALSE,Iowa
Male,Black,33,FALSE,Iowa
Female,White,22.2,FALSE,Iowa
Male,White,32.5,FALSE,Iowa
Male,Black,19.1,TRUE,Iowa
Female,White,34.3,FALSE,Iowa
Female,White,28.5,FALSE,Iowa
Male,Black,27.3,FALSE,Iowa
Female,White,18.3,FALSE,Iowa
Male,American Indian or Alaska Native,33.6,FALSE,Iowa
Male,Hispanic,18.6,FALSE,Iowa
Female,White,55.1,TRUE,Iowa
Male,White,45.8,FALSE,Iowa
Female,Asian or Pacific Islander,18.8,FALSE,Iowa
Male,Black,25.5,FALSE,Iowa
Male,Asian or Pacific Islander,20.4,FALSE,Iowa
Male,White,32.3,FALSE,Iowa
Female,White,51.8,FALSE,Iowa
Female,American Indian or Alaska Native,19.2,FALSE,Iowa
Male,White,24,FALSE,Iowa
Female,White,35.2,FALSE,Iowa
Male,White,61.5,FALSE,Iowa
Male,White,33.7,TRUE,Iowa
Male,Hispanic,19.1,FALSE,Iowa
Male,White,20.8,FALSE,Iowa
Female,White,29.5,FALSE,Iowa
Male,White,26.6,FALSE,Iowa
Male,White,22.1,FALSE,Iowa
Male,Black,51.4,FALSE,Iowa
Female,White,56.4,FALSE,Iowa
Male,White,67.7,FALSE,Iowa
Male,White,38,FALSE,Iowa
Male,White,36.2,TRUE,Iowa
Female,White,41.3,FALSE,Iowa
Female,White,36,FALSE,Iowa
Female,White,25.6,FALSE,Iowa
Male,White,63.5,FALSE,Iowa
Female,White,42.1,FALSE,Iowa
Male,Hispanic,19.8,FALSE,Iowa
Male,White,28.7,FALSE,Iowa
Male,White,23.1,FALSE,Iowa
Male,White,31.1,FALSE,Iowa
Male,Hispanic,47.4,FALSE,Iowa
Female,White,37.5,FALSE,Iowa
Male,White,28.2,TRUE,Iowa
Female,White,26,FALSE,Iowa
Male,Black,17.7,FALSE,Iowa
Female,American Indian or Alaska Native,27.5,FALSE,Iowa
Male,American Indian or Alaska Native,23,FALSE,Iowa
Male,White,21.8,FALSE,Iowa
Male,White,33,FALSE,Iowa
Male,White,23.7,FALSE,Iowa
Male,White,63.7,FALSE,Iowa
Male,Hispanic,25.4,FALSE,Iowa
Male,White,60.7,FALSE,Iowa
Male,White,20.7,FALSE,Iowa
Female,White,21.8,FALSE,Iowa
Male,White,33.7,TRUE,Iowa
Male,White,33.5,FALSE,Iowa
Male,White,19.5,FALSE,Iowa
Female,Hispanic,25.2,FALSE,Iowa
Male,Black,30.6,FALSE,Iowa
Male,White,33.3,TRUE,Iowa
Male,Black,47.4,FALSE,Iowa
Male,White,21.8,TRUE,Iowa
Male,White,24.8,TRUE,Iowa
Female,Black,21.2,FALSE,Iowa
Male,White,27.7,TRUE,Iowa
Male,Black,20.7,FALSE,Iowa
Female,White,26.4,FALSE,Iowa
Male,White,24.1,FALSE,Iowa
Male,White,25.1,FALSE,Iowa
Male,American Indian or Alaska Native,22.6,FALSE,Iowa
Female,White,21.7,TRUE,Iowa
Male,White,27.1,FALSE,Iowa
Female,White,32.6,FALSE,Iowa
Female,Black,41.8,FALSE,Iowa
Female,White,44.5,FALSE,Iowa
Male,Hispanic,22.7,FALSE,Iowa
Female,White,30.3,FALSE,Iowa
Male,White,49.5,FALSE,Iowa
Male,White,48.6,FALSE,Iowa
Male,White,42.1,FALSE,Iowa
Male,White,55.7,FALSE,Iowa
Male,White,52.2,FALSE,Iowa
Male,Black,40.6,FALSE,Iowa
Male,Asian or Pacific Islander,41.9,FALSE,Iowa
Male,White,36.7,FALSE,Iowa
Male,White,29,TRUE,Iowa
Male,Black,19.1,FALSE,Iowa
Male,Hispanic,21.2,FALSE,Iowa
Male,Black,18.9,TRUE,Iowa
Male,Black,20.3,FALSE,Iowa
Male,White,25.5,FALSE,Iowa
Male,White,22.2,FALSE,Iowa
Male,White,31.8,FALSE,Iowa
Male,White,27.4,FALSE,Iowa
Male,White,21.5,FALSE,Iowa
Female,Black,43,FALSE,Iowa
Female,White,33.3,FALSE,Iowa
Male,White,21.1,FALSE,Iowa
Male,Hispanic,30.8,FALSE,Iowa
Male,White,20.5,FALSE,Iowa
Female,White,31.6,FALSE,Iowa
Male,White,25.8,FALSE,Iowa
Male,Black,31.3,FALSE,Iowa
Male,American Indian or Alaska Native,26,TRUE,Iowa
Male,White,49,FALSE,Iowa
Female,White,37.9,FALSE,Iowa
Male,White,22.3,FALSE,Iowa
Female,Black,25,FALSE,Iowa
Female,Hispanic,34.6,TRUE,Iowa
Male,White,27.9,TRUE,Iowa
Female,White,25.8,FALSE,Iowa
Male,White,32.4,FALSE,Iowa
Male,White,43.4,FALSE,Iowa
Female,White,45.9,FALSE,Iowa
Male,White,22.2,FALSE,Iowa
Female,White,22.2,FALSE,Iowa
Male,Black,29.6,FALSE,Iowa
Female,Black,32.7,FALSE,Iowa
Male,Hispanic,43.8,FALSE,Iowa
Male,White,28,FALSE,Iowa
Male,White,19.4,FALSE,Iowa
Male,White,31.9,FALSE,Iowa
Male,White,31.7,FALSE,Iowa
Male,White,38,FALSE,Iowa
Male,White,47.1,FALSE,Iowa
Male,Hispanic,49.8,FALSE,Iowa
Male,White,24,FALSE,Iowa
Male,White,36.2,FALSE,Iowa
Male,White,35.1,FALSE,Iowa
Male,White,18.6,FALSE,Iowa
Female,White,29.4,FALSE,Iowa
Male,Black,26.2,FALSE,Iowa
Male,White,34.9,FALSE,Iowa
Female,White,24.7,FALSE,Iowa
Male,Hispanic,21.1,FALSE,Iowa
Female,White,29.5,FALSE,Iowa
Male,White,33.5,TRUE,Iowa
Male,Hispanic,25.3,FALSE,Iowa
Female,White,19.1,FALSE,Iowa
Male,White,25.3,FALSE,Iowa
Male,White,23.6,FALSE,Iowa
Female,White,18.7,FALSE,Iowa
Female,White,59.7,FALSE,Iowa
Male,White,29.9,FALSE,Iowa
Female,White,26.8,FALSE,Iowa
Female,White,22.9,FALSE,Iowa
Male,White,36.6,FALSE,Iowa
Female,White,38,FALSE,Iowa
Male,Hispanic,20.1,FALSE,Iowa
Male,White,33,TRUE,Iowa
Male,White,30.5,TRUE,Iowa
Female,White,51.1,FALSE,Iowa
Male,White,59.4,FALSE,Iowa
Male,Black,38.8,FALSE,Iowa
Male,Black,38.2,TRUE,Iowa
Male,Black,19.9,TRUE,Iowa
Female,White,43.8,FALSE,Iowa
Male,White,21.4,FALSE,Iowa
Male,Hispanic,25.2,FALSE,Iowa
Male,White,24.5,FALSE,Iowa
Female,White,37,FALSE,Iowa
Male,White,50.3,FALSE,Iowa
Female,White,29.3,FALSE,Iowa
Male,Black,37.1,FALSE,Iowa
Female,White,34.7,FALSE,Iowa
Male,Black,29.4,TRUE,Iowa
Female,American Indian or Alaska Native,24.6,TRUE,Iowa
Male,White,30,FALSE,Iowa
Female,White,20.5,FALSE,Iowa
Female,White,38.4,FALSE,Iowa
Male,Hispanic,18.8,FALSE,Iowa
Male,White,34.1,TRUE,Iowa
Female,White,22.2,FALSE,Iowa
Female,White,36.7,FALSE,Iowa
Male,White,34.3,FALSE,Iowa
Male,White,31.4,FALSE,Iowa
Male,White,31.8,FALSE,Iowa
Male,Hispanic,19.3,FALSE,Iowa
Male,Hispanic,21.5,FALSE,Iowa
Male,White,21,FALSE,Iowa
Male,White,37.7,FALSE,Iowa
Female,White,34.2,FALSE,Iowa
Male,White,25.5,FALSE,Iowa
Female,White,42.8,FALSE,Iowa
Female,White,39.1,FALSE,Iowa
Male,White,28.6,TRUE,Iowa
Male,White,20.7,TRUE,Iowa
Male,White,28.5,FALSE,Iowa
Male,White,47.6,TRUE,Iowa
Female,White,35.4,FALSE,Iowa
Male,White,38.8,FALSE,Iowa
Male,White,32.3,FALSE,Iowa
Male,White,30.6,FALSE,Iowa
Male,Hispanic,19.7,FALSE,Iowa
Male,White,67.8,FALSE,Iowa
Male,White,47.7,FALSE,Iowa
Male,White,60.7,FALSE,Iowa
Male,White,55.1,FALSE,Iowa
Male,White,40.5,TRUE,Iowa
Male,Black,47.9,TRUE,Iowa
Male,Black,40.3,TRUE,Iowa
Male,White,41.9,FALSE,Iowa
Male,White,42.6,FALSE,Iowa
Male,White,37,FALSE,Iowa
Male,White,57.1,FALSE,Iowa
Male,White,30.7,FALSE,Iowa
Male,White,20.4,TRUE,Iowa
Female,White,44.2,TRUE,Iowa
Female,American Indian or Alaska Native,29.5,FALSE,Iowa
Male,White,56.6,FALSE,Iowa
Male,White,35.3,FALSE,Iowa
Male,Asian or Pacific Islander,27.8,FALSE,Iowa
Male,Black,26.3,TRUE,Iowa
Female,White,74.4,FALSE,Iowa
Female,White,20,FALSE,Iowa
Female,White,34.6,FALSE,Iowa
Male,White,29.4,TRUE,Iowa
Male,Hispanic,20.5,FALSE,Iowa
Female,White,35.1,FALSE,Iowa
Male,White,37.5,FALSE,Iowa
Female,White,35.9,FALSE,Iowa
Male,White,24.8,FALSE,Iowa
Male,White,48.3,FALSE,Iowa
Male,White,20.5,FALSE,Iowa
Male,White,34.7,FALSE,Iowa
Female,Black,32.6,FALSE,Iowa
Male,White,18.7,FALSE,Iowa
Male,Black,24.7,FALSE,Iowa
Male,White,21.9,FALSE,Iowa
Male,White,20.1,FALSE,Iowa
Female,Black,48.8,FALSE,Iowa
Male,White,23.8,FALSE,Iowa
Male,White,28.7,FALSE,Iowa
Male,White,21.2,FALSE,Iowa
Male,White,68.5,FALSE,Iowa
Male,White,31.4,FALSE,Iowa
Male,White,36.3,TRUE,Iowa
Male,White,29.5,FALSE,Iowa
Male,White,31.3,FALSE,Iowa
Male,White,23.4,FALSE,Iowa
Male,White,21.9,FALSE,Iowa
Male,Black,32.6,FALSE,Iowa
Male,White,33.1,FALSE,Iowa
Male,Black,22.2,FALSE,Iowa
Male,Black,28.7,FALSE,Iowa
Male,White,20.2,FALSE,Iowa
Male,White,26.9,FALSE,Iowa
Male,White,32.8,FALSE,Iowa
Female,White,60.8,FALSE,Iowa
Male,White,56.8,FALSE,Iowa
Female,White,28.8,FALSE,Iowa
Female,White,42.8,FALSE,Iowa
Male,White,52.3,FALSE,Iowa
Male,White,24.3,TRUE,Iowa
Male,Black,29.8,FALSE,Iowa
Male,Hispanic,30.9,FALSE,Iowa
Male,White,37.8,FALSE,Iowa
Male,Black,26,FALSE,Iowa
Female,White,37.6,FALSE,Iowa
Male,White,31.5,TRUE,Iowa
Male,Hispanic,45.4,FALSE,Iowa
Female,White,33.5,FALSE,Iowa
Female,White,28.7,FALSE,Iowa
Male,Black,19.4,FALSE,Iowa
Male,White,33.7,TRUE,Iowa
Male,White,20.4,FALSE,Iowa
Male,White,30.7,TRUE,Iowa
Female,White,28.4,TRUE,Iowa
Female,Black,31.7,FALSE,Iowa
Male,White,30.3,FALSE,Iowa
Male,White,19.2,FALSE,Iowa
Male,White,24,FALSE,Iowa
Female,White,51,FALSE,Iowa
Female,White,52.9,FALSE,Iowa
Male,Black,48.8,FALSE,Iowa
Male,Black,51.5,FALSE,Iowa
