sex,race,age,reincarcerated,state
Male,White,52.3,FALSE,Iowa
Male,White,38.5,FALSE,Iowa
Male,White,54.2,FALSE,Iowa
Male,White,39.9,FALSE,Iowa
Male,Black,35.8,FALSE,Iowa
Female,White,38.5,FALSE,Iowa
Male,White,35.4,FALSE,Iowa
Male,Asian or Pacific Islander,29.8,FALSE,Iowa
Male,White,61.7,FALSE,Iowa
Male,White,39,FALSE,Iowa
Male,White,35.6,FALSE,Iowa
Female,Hispanic,27.7,FALSE,Iowa
Male,Black,39,FALSE,Iowa
Female,White,26.1,FALSE,Iowa
Male,Black,21.7,FALSE,Iowa
Male,White,19.5,FALSE,Iowa
Female,White,28,FALSE,Iowa
Male,White,30.5,FALSE,Iowa
Female,White,46.3,FALSE,Iowa
Male,White,64.4,FALSE,Iowa
Male,Black,25.1,FALSE,Iowa
Male,White,39.5,FALSE,Iowa
Male,Black,20.5,FALSE,Iowa
Female,White,24.9,FALSE,Iowa
Male,White,20,TRUE,Iowa
Male,White,27.3,FALSE,Iowa
Male,White,28.8,FALSE,Iowa
Male,White,26.1,FALSE,Iowa
Male,White,22,FALSE,Iowa
Female,Asian or Pacific Islander,23,FALSE,Iowa
Female,White,25.6,FALSE,Iowa
Male,White,29.7,FALSE,Iowa
Male,White,23.1,TRUE,Iowa
Male,White,26,FALSE,Iowa
Male,Black,27,FALSE,Iowa
Male,White,24.3,FALSE,Iowa
Male,Black,32.2,TRUE,Iowa
Female,White,38.9,FALSE,Iowa
Female,White,36.3,FALSE,Iowa
Female,White,54,FALSE,Iowa
Female,White,26.3,FALSE,Iowa
Male,White,53.2,FALSE,Iowa
Male,Black,21.1,FALSE,Iowa
Male,White,24.9,FALSE,Iowa
Female,White,20.2,FALSE,Iowa
Male,White,27.6,FALSE,Iowa
Male,White,21.5,FALSE,Iowa
Male,Black,30,FALSE,Iowa
Male,Hispanic,34.5,FALSE,Iowa
Female,White,37,FALSE,Iowa
Male,White,28.9,FALSE,Iowa
Male,White,56.6,FALSE,Iowa
Male,White,49,TRUE,Iowa
Male,White,50.4,FALSE,Iowa
Male,Black,50.9,FALSE,Iowa
Male,White,62.1,FALSE,Iowa
Male,White,40.8,FALSE,Iowa
Female,White,41.3,TRUE,Iowa
Female,White,40.2,FALSE,Iowa
Male,White,45.3,FALSE,Iowa
Male,Black,33.3,FALSE,Iowa
Female,Black,40.9,FALSE,Iowa
Male,Black,37.2,FALSE,Iowa
Female,White,57.1,FALSE,Iowa
Male,White,28.3,FALSE,Iowa
Male,White,20.9,TRUE,Iowa
Female,White,18.3,FALSE,Iowa
Female,White,38.2,FALSE,Iowa
Female,White,63.3,FALSE,Iowa
Male,White,19.5,FALSE,Iowa
Male,White,19.4,FALSE,Iowa
Male,Black,35.6,FALSE,Iowa
Male,White,22.4,FALSE,Iowa
Male,White,26.9,FALSE,Iowa
Male,White,56,FALSE,Iowa
Male,White,41.1,FALSE,Iowa
Male,White,23.5,TRUE,Iowa
Male,White,31.6,FALSE,Iowa
Female,White,41.8,FALSE,Iowa
Male,White,19.7,FALSE,Iowa
Male,White,24.7,FALSE,Iowa
Male,White,26.5,TRUE,Iowa
Male,White,21.6,FALSE,Iowa
Male,White,20.7,FALSE,Iowa
Male,White,28.6,FALSE,Iowa
Female,White,24,FALSE,Iowa
Male,White,63.8,FALSE,Iowa
Male,White,23,FALSE,Iowa
Male,Black,34.2,TRUE,Iowa
Female,White,22.3,FALSE,Iowa
Male,White,18.8,TRUE,Iowa
Male,Black,33.6,FALSE,Iowa
Male,Black,19.7,FALSE,Iowa
Female,Black,26.2,FALSE,Iowa
Female,White,31.3,FALSE,Iowa
Female,White,25.1,TRUE,Iowa
Male,Hispanic,22.1,TRUE,Iowa
Female,White,32.9,TRUE,Iowa
Male,White,19.2,FALSE,Iowa
Male,White,23.8,FALSE,Iowa
Male,White,22.4,FALSE,Iowa
Male,White,33.1,FALSE,Iowa
Female,White,33.5,FALSE,Iowa
Male,Black,20.4,FALSE,Iowa
Male,White,21.8,FALSE,Iowa
Male,White,20.4,FALSE,Iowa
Male,Asian or Pacific Islander,39.8,FALSE,Iowa
Male,White,24.8,FALSE,Iowa
Male,White,23.8,FALSE,Iowa
Female,White,38.4,FALSE,Iowa
Female,White,27.6,FALSE,Iowa
Male,White,26.3,FALSE,Iowa
Female,Black,29.4,FALSE,Iowa
Male,White,22.5,FALSE,Iowa
Female,White,26.2,FALSE,Iowa
Male,White,39.6,FALSE,Iowa
Male,White,25.7,FALSE,Iowa
Male,White,26.8,FALSE,Iowa
Male,White,37,FALSE,Iowa
Male,White,38.7,FALSE,Iowa
Male,White,47.6,FALSE,Iowa
Male,White,43.9,FALSE,Iowa
Male,White,44.1,FALSE,Iowa
Male,White,50.1,TRUE,Iowa
Male,Black,43.8,TRUE,Iowa
Male,White,41.6,FALSE,Iowa
Male,White,43.5,TRUE,Iowa
Male,Black,40.3,FALSE,Iowa
Male,White,55.5,FALSE,Iowa
Male,White,36.9,FALSE,Iowa
Female,Black,35.4,FALSE,Iowa
Male,White,42.4,TRUE,Iowa
Female,White,28.8,FALSE,Iowa
Male,White,26,FALSE,Iowa
Male,White,27.3,TRUE,Iowa
Male,White,28.7,FALSE,Iowa
Male,White,29.3,FALSE,Iowa
Female,White,41.8,FALSE,Iowa
Male,Black,24.4,FALSE,Iowa
Male,Asian or Pacific Islander,26.7,FALSE,Iowa
Male,White,52,FALSE,Iowa
Female,White,42.8,FALSE,Iowa
Male,White,35.4,FALSE,Iowa
Male,White,25.8,FALSE,Iowa
Male,White,27,FALSE,Iowa
Male,White,39.8,FALSE,Iowa
Male,White,28.4,TRUE,Iowa
Female,White,42.8,FALSE,Iowa
Male,White,27.5,FALSE,Iowa
Male,Hispanic,27.8,FALSE,Iowa
Male,White,20.6,FALSE,Iowa
Male,White,29.6,FALSE,Iowa
Male,White,29.1,FALSE,Iowa
Male,White,38.3,FALSE,Iowa
Male,Black,22.8,FALSE,Iowa
Male,Black,23.4,FALSE,Iowa
Male,Black,20,FALSE,Iowa
Female,White,34.7,FALSE,Iowa
Male,White,52.3,FALSE,Iowa
Male,White,33.7,FALSE,Iowa
Male,White,45.1,FALSE,Iowa
Male,White,55.8,TRUE,Iowa
Female,White,59.8,FALSE,Iowa
Male,White,42.1,FALSE,Iowa
Female,White,42.1,TRUE,Iowa
Male,White,41,FALSE,Iowa
Male,White,46.2,TRUE,Iowa
Male,White,51.6,FALSE,Iowa
Male,White,56,FALSE,Iowa
Male,White,41.1,FALSE,Iowa
Male,White,34.8,TRUE,Iowa
Male,Black,20.6,FALSE,Iowa
Male,White,22,FALSE,Iowa
Male,White,24.9,FALSE,Iowa
Male,White,29.6,FALSE,Iowa
Male,Black,33.9,TRUE,Iowa
Male,White,25.2,TRUE,Iowa
Male,White,34.7,FALSE,Iowa
Male,Hispanic,23.8,FALSE,Iowa
Male,White,34.5,TRUE,Iowa
Male,Hispanic,24.8,TRUE,Iowa
Male,White,26.2,FALSE,Iowa
Male,White,19.3,FALSE,Iowa
Female,White,37.3,FALSE,Iowa
Female,White,48.1,FALSE,Iowa
Male,Black,43.9,FALSE,Iowa
Female,White,40.9,FALSE,Iowa
Female,White,30.6,FALSE,Iowa
Male,Hispanic,29.2,FALSE,Iowa
Female,White,20.2,FALSE,Iowa
Male,White,26.3,FALSE,Iowa
Male,Hispanic,26.7,FALSE,Iowa
Male,Black,21.6,FALSE,Iowa
Male,White,26.2,FALSE,Iowa
Female,White,25.7,FALSE,Iowa
Female,White,25.8,FALSE,Iowa
Male,White,33.6,FALSE,Iowa
Female,White,24.1,FALSE,Iowa
Female,Black,29.7,FALSE,Iowa
Male,White,21.6,FALSE,Iowa
Female,White,18.5,FALSE,Iowa
Male,White,22.8,FALSE,Iowa
Female,White,31.3,FALSE,Iowa
Male,White,19.4,FALSE,Iowa
Male,White,30.2,TRUE,Iowa
Male,White,24.1,TRUE,Iowa
Male,Black,26.1,FALSE,Iowa
Male,White,22.3,FALSE,Iowa
Male,Black,22.7,FALSE,Iowa
Male,White,37.8,FALSE,Iowa
Female,White,47.7,FALSE,Iowa
Female,White,25.9,FALSE,Iowa
Male,Black,19.6,FALSE,Iowa
Male,White,23.4,FALSE,Iowa
Male,White,25.2,FALSE,Iowa
Male,White,25.3,FALSE,Iowa
Male,White,39.3,FALSE,Iowa
Male,White,45.5,FALSE,Iowa
Female,White,21,FALSE,Iowa
Female,White,20.8,FALSE,Iowa
Male,White,20.8,FALSE,Iowa
Female,White,26.9,TRUE,Iowa
Male,White,27.5,FALSE,Iowa
Male,White,25.4,TRUE,Iowa
Male,White,33.8,FALSE,Iowa
Male,White,24.5,FALSE,Iowa
Female,Black,22.7,FALSE,Iowa
Male,White,38.7,FALSE,Iowa
Male,White,56,TRUE,Iowa
Male,White,49,FALSE,Iowa
Female,White,53.3,FALSE,Iowa
Male,White,58.5,FALSE,Iowa
Female,White,45.2,FALSE,Iowa
Male,White,48.9,FALSE,Iowa
Male,White,54.6,FALSE,Iowa
Male,White,42.1,FALSE,Iowa
Male,White,37.5,FALSE,Iowa
Male,White,35.6,FALSE,Iowa
Male,White,44.7,TRUE,Iowa
Male,White,25.4,FALSE,Iowa
Male,White,18.4,FALSE,Iowa
Male,Black,27.3,TRUE,Iowa
Male,White,22.2,FALSE,Iowa
Female,White,43.5,FALSE,Iowa
Male,White,22.3,FALSE,Iowa
Female,White,31.9,TRUE,Iowa
Male,White,28.6,FALSE,Iowa
Male,White,42.2,FALSE,Iowa
Male,White,25.2,FALSE,Iowa
Male,Black,24.1,TRUE,Iowa
Female,Asian or Pacific Islander,54.4,FALSE,Iowa
Female,White,19,FALSE,Iowa
Male,White,25,FALSE,Iowa
Male,White,22,FALSE,Iowa
Male,White,26.9,FALSE,Iowa
Male,White,31.9,FALSE,Iowa
Female,White,24.1,FALSE,Iowa
Female,White,31.4,FALSE,Iowa
Male,White,24.9,FALSE,Iowa
Male,White,35,FALSE,Iowa
Male,White,18.9,FALSE,Iowa
Male,White,26.4,FALSE,Iowa
Male,White,46.1,FALSE,Iowa
Male,White,24.1,FALSE,Iowa
Male,Hispanic,37.9,FALSE,Iowa
Male,White,33.8,TRUE,Iowa
Male,White,21.5,FALSE,Iowa
Male,White,35.9,FALSE,Iowa
Female,Black,20.7,FALSE,Iowa
Male,Hispanic,37.7,FALSE,Iowa
Male,White,19.7,FALSE,Iowa
Female,White,31,FALSE,Iowa
Male,White,37.3,FALSE,Iowa
Female,Black,21.5,TRUE,Iowa
Male,White,26.2,FALSE,Iowa
Male,White,27.2,FALSE,Iowa
Male,White,21.9,FALSE,Iowa
Male,White,39.7,FALSE,Iowa
Female,White,27.1,FALSE,Iowa
Male,White,27.5,FALSE,Iowa
Male,White,26,FALSE,Iowa
Female,White,28.1,FALSE,Iowa
Female,White,20.1,FALSE,Iowa
Male,White,27.1,FALSE,Iowa
Male,White,24,FALSE,Iowa
Male,Hispanic,22.4,FALSE,Iowa
Male,Hispanic,19.1,TRUE,Iowa
Male,White,30,FALSE,Iowa
Male,White,26.2,FALSE,Iowa
Male,White,28.7,FALSE,Iowa
Male,White,43.5,FALSE,Iowa
Female,White,31.6,FALSE,Iowa
Female,Black,19.2,FALSE,Iowa
Male,White,32.2,FALSE,Iowa
Male,White,39.1,TRUE,Iowa
Male,White,31.6,TRUE,Iowa
Male,Hispanic,31.2,FALSE,Iowa
Male,Hispanic,47,FALSE,Iowa
Female,White,44.9,FALSE,Iowa
Female,White,51.2,TRUE,Iowa
Male,White,40.7,FALSE,Iowa
Male,White,40.1,FALSE,Iowa
Male,White,54.8,FALSE,Iowa
Male,White,35.7,FALSE,Iowa
Male,White,36.9,FALSE,Iowa
Male,Black,34.4,FALSE,Iowa
Male,White,35.5,FALSE,Iowa
Male,White,31.6,FALSE,Iowa
Male,Black,22.3,TRUE,Iowa
Male,Hispanic,21.3,FALSE,Iowa
Male,White,27.1,FALSE,Iowa
Male,White,51.6,FALSE,Iowa
Female,Hispanic,32,FALSE,Iowa
Female,White,41.1,FALSE,Iowa
Male,Hispanic,30.2,FALSE,Iowa
Male,White,23.8,FALSE,Iowa
Male,White,61.4,FALSE,Iowa
Male,White,20,FALSE,Iowa
Male,White,47,FALSE,Iowa
Male,White,41.6,FALSE,Iowa
Male,White,26.6,TRUE,Iowa
Male,Black,20.4,FALSE,Iowa
Female,White,29.3,TRUE,Iowa
Male,White,18.4,FALSE,Iowa
Male,White,32.6,FALSE,Iowa
Male,Black,32,FALSE,Iowa
Male,White,18.8,FALSE,Iowa
Male,Black,19.2,TRUE,Iowa
Male,White,26.9,FALSE,Iowa
Female,Hispanic,25.2,FALSE,Iowa
Male,White,32.5,FALSE,Iowa
Male,White,25.2,FALSE,Iowa
Female,White,30.3,FALSE,Iowa
Female,Black,22.6,FALSE,Iowa
Male,White,23.2,FALSE,Iowa
Female,White,29,FALSE,Iowa
Male,Black,23.6,FALSE,Iowa
Male,White,40,FALSE,Iowa
Male,White,24.4,FALSE,Iowa
Male,White,49.2,FALSE,Iowa
Male,White,21.2,FALSE,Iowa
Female,White,43,FALSE,Iowa
Male,White,20.5,FALSE,Iowa
Male,White,19.1,FALSE,Iowa
Male,White,31.3,FALSE,Iowa
Male,White,59.5,FALSE,Iowa
Male,White,50.1,FALSE,Iowa
Male,Black,22.7,FALSE,Iowa
Male,White,43.9,FALSE,Iowa
Male,White,40.6,FALSE,Iowa
Male,White,42.2,FALSE,Iowa
Female,Black,23.2,FALSE,Iowa
Male,White,18.8,FALSE,Iowa
Female,Asian or Pacific Islander,27.9,FALSE,Iowa
Male,White,32.6,FALSE,Iowa
Male,White,51.9,FALSE,Iowa
Male,White,54.7,FALSE,Iowa
Male,Black,43,FALSE,Iowa
Male,White,62,FALSE,Iowa
Male,White,48.4,FALSE,Iowa
Male,White,42.7,FALSE,Iowa
Male,White,41.5,FALSE,Iowa
Male,White,37.4,FALSE,Iowa
Female,White,29.1,TRUE,Iowa
Male,White,26.4,FALSE,Iowa
Female,White,21.7,FALSE,Iowa
Female,Black,22.8,FALSE,Iowa
Female,White,23.4,FALSE,Iowa
Female,White,24.9,TRUE,Iowa
Male,White,19.2,TRUE,Iowa
Female,Hispanic,19.8,FALSE,Iowa
Male,White,30.1,FALSE,Iowa
Male,Black,24,FALSE,Iowa
Female,White,18.5,FALSE,Iowa
Male,Other,22.5,FALSE,Iowa
Male,Black,28.7,TRUE,Iowa
Female,White,18.3,FALSE,Iowa
Female,White,28.1,TRUE,Iowa
Female,White,33.2,FALSE,Iowa
Female,White,25.5,FALSE,Iowa
Male,Black,23.7,FALSE,Iowa
Male,White,34.5,FALSE,Iowa
Male,Hispanic,19.8,FALSE,Iowa
Female,White,48.3,FALSE,Iowa
Male,White,36.3,FALSE,Iowa
Female,Black,23.6,FALSE,Iowa
Female,White,21.7,FALSE,Iowa
Female,Black,25.1,FALSE,Iowa
Male,White,18,TRUE,Iowa
Male,White,26.8,FALSE,Iowa
Female,White,24.5,FALSE,Iowa
Female,White,34.3,FALSE,Iowa
Male,White,22.5,FALSE,Iowa
Male,White,18.2,FALSE,Iowa
Male,White,25.3,FALSE,Iowa
Male,Hispanic,33.7,FALSE,Iowa
Female,White,28.5,FALSE,Iowa
Male,White,22,FALSE,Iowa
Male,American Indian or Alaska Native,28.8,FALSE,Iowa
Male,White,53.4,FALSE,Iowa
Male,Black,18.7,FALSE,Iowa
Male,White,32.9,FALSE,Iowa
Male,White,20.2,FALSE,Iowa
Male,White,59.7,FALSE,Iowa
Male,White,25,FALSE,Iowa
Male,White,24.2,FALSE,Iowa
Female,White,43.2,FALSE,Iowa
Male,Asian or Pacific Islander,24,FALSE,Iowa
Female,White,54.8,FALSE,Iowa
Male,Asian or Pacific Islander,27.6,FALSE,Iowa
Male,White,21.3,FALSE,Iowa
Male,White,35.6,TRUE,Iowa
Male,White,25.9,FALSE,Iowa
Male,Black,73.4,FALSE,Iowa
Male,White,23.7,FALSE,Iowa
Male,White,19.5,FALSE,Iowa
Male,White,20.4,FALSE,Iowa
Female,White,21.9,FALSE,Iowa
Male,Black,18.2,FALSE,Iowa
Male,White,34.3,FALSE,Iowa
Male,White,48.8,FALSE,Iowa
Male,White,53.3,FALSE,Iowa
Male,White,43.8,FALSE,Iowa
Female,White,49.8,FALSE,Iowa
Male,White,41.5,FALSE,Iowa
Male,White,37.6,FALSE,Iowa
Female,White,35,FALSE,Iowa
Male,White,19.9,FALSE,Iowa
Male,White,24.4,FALSE,Iowa
Female,White,24.2,FALSE,Iowa
Male,Black,24.3,FALSE,Iowa
Male,White,30.3,FALSE,Iowa
Male,White,24.7,FALSE,Iowa
Male,White,18.8,TRUE,Iowa
Female,Black,22.9,FALSE,Iowa
Male,Hispanic,39.8,FALSE,Iowa
Female,Black,22.1,FALSE,Iowa
Male,Hispanic,23.2,FALSE,Iowa
Male,White,24.4,TRUE,Iowa
Male,White,28.1,FALSE,Iowa
Male,White,49.6,FALSE,Iowa
Male,White,31.3,FALSE,Iowa
Male,White,43.9,FALSE,Iowa
Male,White,30.7,TRUE,Iowa
Female,White,33.1,FALSE,Iowa
Male,Asian or Pacific Islander,21.4,TRUE,Iowa
Female,Hispanic,19.6,FALSE,Iowa
Male,Black,23.9,FALSE,Iowa
Female,White,21.5,FALSE,Iowa
Female,White,31.2,TRUE,Iowa
Male,White,45.2,FALSE,Iowa
Male,Hispanic,28.1,FALSE,Iowa
Male,White,48.1,FALSE,Iowa
Male,White,31.1,FALSE,Iowa
Male,White,19.7,FALSE,Iowa
Male,White,33.6,FALSE,Iowa
Male,White,19.5,FALSE,Iowa
Male,Black,41.3,FALSE,Iowa
Male,White,33.8,FALSE,Iowa
Male,White,53.1,FALSE,Iowa
Male,White,27.8,FALSE,Iowa
Male,White,27.1,FALSE,Iowa
Male,White,22.2,FALSE,Iowa
Male,White,20.1,FALSE,Iowa
Male,White,28.9,FALSE,Iowa
Male,Black,18.8,FALSE,Iowa
Male,White,55,FALSE,Iowa
Female,White,30,FALSE,Iowa
Male,White,57.8,FALSE,Iowa
Male,White,49.9,FALSE,Iowa
Male,White,53.8,TRUE,Iowa
Male,White,59.4,FALSE,Iowa
Female,White,39.2,FALSE,Iowa
Male,Black,40.3,TRUE,Iowa
Male,White,42,TRUE,Iowa
Male,White,55,FALSE,Iowa
Male,White,37.2,FALSE,Iowa
Female,White,61.8,TRUE,Iowa
Male,White,23.4,FALSE,Iowa
Male,White,42,FALSE,Iowa
Male,White,21.1,FALSE,Iowa
Male,White,32.9,TRUE,Iowa
Female,Black,19.3,FALSE,Iowa
Male,White,54.3,FALSE,Iowa
Male,White,37.3,FALSE,Iowa
Male,Black,45.2,FALSE,Iowa
Male,White,20.8,FALSE,Iowa
Male,White,19.4,FALSE,Iowa
Male,White,20.9,FALSE,Iowa
Male,White,23.9,FALSE,Iowa
Male,Hispanic,19.7,FALSE,Iowa
Female,Black,35.1,FALSE,Iowa
Female,White,51.2,FALSE,Iowa
Male,Black,22.3,FALSE,Iowa
Female,White,33.8,TRUE,Iowa
Male,White,18.8,FALSE,Iowa
Male,White,24.2,FALSE,Iowa
Female,White,25,FALSE,Iowa
Male,Black,29.2,FALSE,Iowa
Male,White,25.6,FALSE,Iowa
Male,White,20.1,FALSE,Iowa
Male,Hispanic,21,FALSE,Iowa
Male,White,20.4,FALSE,Iowa
Female,Black,22.3,FALSE,Iowa
Male,Black,34.2,FALSE,Iowa
Female,White,25.1,TRUE,Iowa
Male,White,21.1,FALSE,Iowa
Female,White,47.5,FALSE,Iowa
Male,White,19.8,TRUE,Iowa
Male,White,38.1,FALSE,Iowa
Female,White,25.2,FALSE,Iowa
Male,White,38.1,FALSE,Iowa
Male,White,18.6,FALSE,Iowa
Male,Hispanic,22.5,FALSE,Iowa
Male,White,39.8,FALSE,Iowa
Male,Hispanic,23.2,FALSE,Iowa
Male,White,44.1,FALSE,Iowa
Female,Hispanic,35.2,FALSE,Iowa
Male,White,35.7,FALSE,Iowa
Male,Black,63.4,FALSE,Iowa
Male,White,27.3,FALSE,Iowa
Male,Black,30.8,FALSE,Iowa
Male,White,60.9,FALSE,Iowa
Male,Black,62,FALSE,Iowa
Female,White,34.5,FALSE,Iowa
Male,Hispanic,24.4,FALSE,Iowa
Female,White,45.7,FALSE,Iowa
Male,White,21.2,FALSE,Iowa
Male,White,19.5,FALSE,Iowa
Male,White,26.8,FALSE,Iowa
Male,Black,21.6,TRUE,Iowa
Female,White,30.8,TRUE,Iowa
Male,White,25.2,FALSE,Iowa
Male,White,19,FALSE,Iowa
Male,Black,30.5,FALSE,Iowa
Female,Asian or Pacific Islander,36.2,FALSE,Iowa
Male,White,30.6,FALSE,Iowa
Male,White,57.5,FALSE,Iowa
Male,White,38.9,FALSE,Iowa
Female,White,45,FALSE,Iowa
Male,White,47.5,FALSE,Iowa
Female,White,34.4,FALSE,Iowa
Male,White,34.4,FALSE,Iowa
Female,Black,29.4,FALSE,Iowa
Male,Hispanic,19.8,FALSE,Iowa
Female,White,27.6,FALSE,Iowa
Male,White,22.8,FALSE,Iowa
Male,White,50.4,FALSE,Iowa
Male,White,24.8,FALSE,Iowa
Female,White,23,FALSE,Iowa
Male,White,33.7,FALSE,Iowa
Female,Hispanic,19.2,FALSE,Iowa
Female,White,19.5,FALSE,Iowa
Male,White,44.5,FALSE,Iowa
Female,White,20.7,FALSE,Iowa
Male,White,26.8,TRUE,Iowa
Male,White,22.5,FALSE,Iowa
Male,White,19.2,FALSE,Iowa
Male,White,46.7,FALSE,Iowa
Male,Black,27.8,FALSE,Iowa
Male,White,18.4,FALSE,Iowa
Male,White,24.8,FALSE,Iowa
Male,White,25.6,FALSE,Iowa
Female,Black,25,FALSE,Iowa
Female,Black,26.9,FALSE,Iowa
Male,White,29.8,FALSE,Iowa
Male,White,24.2,FALSE,Iowa
Male,Hispanic,30.2,FALSE,Iowa
Female,White,25.6,FALSE,Iowa
Male,Hispanic,22.9,FALSE,Iowa
Male,White,18.4,FALSE,Iowa
Female,White,31.7,FALSE,Iowa
Male,Hispanic,31.6,TRUE,Iowa
Male,White,33.4,FALSE,Iowa
Female,White,52.9,FALSE,Iowa
Male,White,21.2,FALSE,Iowa
Male,White,19,FALSE,Iowa
Male,White,17.7,TRUE,Iowa
Male,White,26.2,FALSE,Iowa
Female,White,30.5,FALSE,Iowa
Female,White,36.5,TRUE,Iowa
Female,Hispanic,34.3,FALSE,Iowa
Male,White,25.1,FALSE,Iowa
Female,White,22.7,FALSE,Iowa
Male,White,19.1,TRUE,Iowa
Male,Black,22.2,FALSE,Iowa
Male,White,26.3,FALSE,Iowa
Male,White,26.9,FALSE,Iowa
Female,White,47.7,TRUE,Iowa
Female,White,25.3,FALSE,Iowa
Female,White,46.9,FALSE,Iowa
Male,White,35.8,FALSE,Iowa
Male,Black,22.5,FALSE,Iowa
Male,White,33.4,FALSE,Iowa
Male,White,19,FALSE,Iowa
Male,White,45.5,FALSE,Iowa
Male,White,19.1,FALSE,Iowa
Male,American Indian or Alaska Native,20.6,TRUE,Iowa
Male,Hispanic,29.1,FALSE,Iowa
Male,White,60.2,FALSE,Iowa
Male,Black,48.8,FALSE,Iowa
Male,White,60.3,FALSE,Iowa
Male,White,43.9,FALSE,Iowa
Male,White,52.9,FALSE,Iowa
Male,Black,51,FALSE,Iowa
Male,Hispanic,50.7,FALSE,Iowa
Male,White,43.5,FALSE,Iowa
Male,Black,44.7,FALSE,Iowa
Male,White,55,FALSE,Iowa
Male,White,51,FALSE,Iowa
Male,White,39,TRUE,Iowa
Male,White,38.8,FALSE,Iowa
Female,White,41.3,FALSE,Iowa
Male,Black,18.7,FALSE,Iowa
Male,Black,20.6,TRUE,Iowa
Male,Hispanic,38.5,FALSE,Iowa
Female,White,30.7,FALSE,Iowa
Male,Black,50.6,FALSE,Iowa
Female,Asian or Pacific Islander,33.4,TRUE,Iowa
Male,White,31.7,FALSE,Iowa
Male,White,51.2,FALSE,Iowa
Male,Black,18.9,FALSE,Iowa
Male,White,76.4,FALSE,Iowa
Female,American Indian or Alaska Native,26.9,FALSE,Iowa
Female,White,60,FALSE,Iowa
Male,White,30.1,FALSE,Iowa
Female,White,28.3,FALSE,Iowa
Male,Black,25.8,TRUE,Iowa
Female,White,34.7,FALSE,Iowa
Male,White,59.7,FALSE,Iowa
Male,Black,25.9,FALSE,Iowa
Male,White,21.9,FALSE,Iowa
Male,White,30.5,FALSE,Iowa
Male,White,21.2,FALSE,Iowa
Male,White,30.4,FALSE,Iowa
Male,White,36.7,FALSE,Iowa
Male,White,21.1,FALSE,Iowa
Female,Black,43.5,FALSE,Iowa
Male,White,30.2,FALSE,Iowa
Male,Black,20.5,FALSE,Iowa
Male,White,61.4,FALSE,Iowa
Male,Hispanic,29.1,FALSE,Iowa
Male,White,45.5,FALSE,Iowa
Male,White,37.6,FALSE,Iowa
Female,Black,32,FALSE,Iowa
Female,White,24.8,TRUE,Iowa
Female,White,23.7,FALSE,Iowa
Male,White,42.8,FALSE,Iowa
Male,White,27.8,TRUE,Iowa
Male,Hispanic,19.3,FALSE,Iowa
Female,Black,47.5,FALSE,Iowa
Male,White,36.2,FALSE,Iowa
Male,White,34.9,TRUE,Iowa
Female,White,45,FALSE,Iowa
Male,Black,43.1,FALSE,Iowa
Male,Hispanic,40.2,FALSE,Iowa
Male,Black,21.8,FALSE,Iowa
Male,Black,19.5,FALSE,Iowa
Male,White,50.5,FALSE,Iowa
Male,White,57.9,FALSE,Iowa
Male,White,55.3,FALSE,Iowa
Male,White,50.9,FALSE,Iowa
Male,White,57.4,FALSE,Iowa
Male,White,54.8,FALSE,Iowa
Male,White,50.9,TRUE,Iowa
Female,Black,54.2,FALSE,Iowa
Male,Black,36.1,FALSE,Iowa
Male,White,37.2,FALSE,Iowa
Male,White,38.3,FALSE,Iowa
Male,White,35.3,TRUE,Iowa
Male,White,32.4,FALSE,Iowa
Female,White,21,FALSE,Iowa
Male,White,19.9,FALSE,Iowa
Female,White,53.9,FALSE,Iowa
Female,White,40.8,FALSE,Iowa
Male,White,27.3,FALSE,Iowa
Male,White,71.6,FALSE,Iowa
Male,White,33,FALSE,Iowa
Male,Black,32.5,FALSE,Iowa
Male,Black,20.3,FALSE,Iowa
Male,White,21.9,FALSE,Iowa
Male,White,25.5,FALSE,Iowa
Male,White,26.7,FALSE,Iowa
Male,Hispanic,31.6,FALSE,Iowa
Female,Black,18.2,FALSE,Iowa
Female,White,23.6,FALSE,Iowa
Female,White,25.7,FALSE,Iowa
Male,White,40.8,FALSE,Iowa
Male,White,28.6,FALSE,Iowa
Male,Black,17.8,FALSE,Iowa
Female,Black,21.2,FALSE,Iowa
Female,White,19.5,FALSE,Iowa
Male,White,26.9,FALSE,Iowa
Male,Hispanic,26.6,FALSE,Iowa
Male,White,27.4,TRUE,Iowa
Male,White,26.5,FALSE,Iowa
Male,Asian or Pacific Islander,45.7,FALSE,Iowa
Male,White,42.9,FALSE,Iowa
Female,White,35.5,FALSE,Iowa
Male,Black,21.8,TRUE,Iowa
Female,White,37.5,FALSE,Iowa
Male,White,20.5,FALSE,Iowa
Male,Hispanic,24,FALSE,Iowa
Male,White,20.5,FALSE,Iowa
Male,White,61.9,FALSE,Iowa
Female,Black,23.6,FALSE,Iowa
Female,White,23.3,FALSE,Iowa
Male,White,20.2,FALSE,Iowa
Male,White,34.3,FALSE,Iowa
Male,Black,25.7,FALSE,Iowa
Male,Asian or Pacific Islander,59,FALSE,Iowa
Male,Black,27.4,FALSE,Iowa
Male,White,37.9,FALSE,Iowa
Male,White,43.9,FALSE,Iowa
Female,White,53.7,FALSE,Iowa
Male,Hispanic,28.7,FALSE,Iowa
Male,White,29.9,FALSE,Iowa
Female,White,33.5,FALSE,Iowa
Male,Black,43.1,FALSE,Iowa
